"","ensembl_id","gene_name"
"12848","ENSMUSG00000021945","Zmym2"
"12849","ENSMUSG00000048582","Gja3"
"12850","ENSMUSG00000046352","Gjb2"
"12851","ENSMUSG00000040055","Gjb6"
"12852","ENSMUSG00000021947","Cryl1"
"12853","ENSMUSG00000040040","Ift88"
"12854","ENSMUSG00000050222","Il17d"
"12855","ENSMUSG00000021951","N6amt2"
"12856","ENSMUSG00000021952","Xpo4"
"12857","ENSMUSG00000021959","Lats2"
"12858","ENSMUSG00000021963","Sap18"
"12859","ENSMUSG00000021965","Ska3"
"12860","ENSMUSG00000021967","Mrpl57"
"12861","ENSMUSG00000021969","Zdhhc20"
"12862","ENSMUSG00000021973","Micu2"
"12863","ENSMUSG00000021974","Fgf9"
"12864","ENSMUSG00000021977","1700129C05Rik"
"12865","ENSMUSG00000035469","Rcbtb1"
"12866","ENSMUSG00000044703","Phf11a"
"12867","ENSMUSG00000091649","Phf11b"
"12868","ENSMUSG00000068245","Phf11d"
"12869","ENSMUSG00000091144","Phf11c"
"12870","ENSMUSG00000071350","Setdb2"
"12871","ENSMUSG00000021981","Cab39l"
"12872","ENSMUSG00000021982","Cdadc1"
"12873","ENSMUSG00000044461","Shisa2"
"12874","ENSMUSG00000021983","Atp8a2"
"12875","ENSMUSG00000063895","Nupl1"
"12876","ENSMUSG00000021987","Mtmr6"
"12877","ENSMUSG00000021986","Amer2"
"12878","ENSMUSG00000021990","Spata13"
"12879","ENSMUSG00000071347","C1qtnf9"
"12880","ENSMUSG00000021993","Mipep"
"12881","ENSMUSG00000060548","Tnfrsf19"
"12882","ENSMUSG00000048279","Sacs"
"12883","ENSMUSG00000035296","Sgcg"
"12884","ENSMUSG00000043157","Arl11"
"12885","ENSMUSG00000021928","Ebpl"
"12886","ENSMUSG00000021929","Kpna3"
"12887","ENSMUSG00000021930","Spryd7"
"12888","ENSMUSG00000035235","Trim13"
"12889","ENSMUSG00000046168","Kcnrg"
"12890","ENSMUSG00000048281","Dleu7"
"12891","ENSMUSG00000021932","Rnaseh2b"
"12892","ENSMUSG00000021933","Gucy1b2"
"12893","ENSMUSG00000100486","Gm4131"
"12894","ENSMUSG00000035184","Fam124a"
"12895","ENSMUSG00000091155","Serpine3"
"12896","ENSMUSG00000035161","Ints6"
"12897","ENSMUSG00000014547","Wdfy2"
"12898","ENSMUSG00000075574","Defb48"
"12899","ENSMUSG00000075573","Defb47"
"12900","ENSMUSG00000075572","Defb43"
"12901","ENSMUSG00000075571","Defb30"
"12902","ENSMUSG00000054763","Defb42"
"12903","ENSMUSG00000021939","Ctsb"
"12904","ENSMUSG00000021273","Fdft1"
"12905","ENSMUSG00000035121","Neil2"
"12906","ENSMUSG00000021944","Gata4"
"12907","ENSMUSG00000014453","Blk"
"12908","ENSMUSG00000035095","Fam167a"
"12909","ENSMUSG00000021953","Tdh"
"12910","ENSMUSG00000035078","Mtmr9"
"12911","ENSMUSG00000035067","Xkr6"
"12912","ENSMUSG00000021958","Pinx1"
"12913","ENSMUSG00000063060","Sox7"
"12914","ENSMUSG00000021961","4930578I06Rik"
"12915","ENSMUSG00000046049","Rp1l1"
"12916","ENSMUSG00000034623","Prss55"
"12917","ENSMUSG00000052099","Prss51"
"12918","ENSMUSG00000021966","Prss52"
"12919","ENSMUSG00000054733","Msra"
"12920","ENSMUSG00000060012","Kif13b"
"12921","ENSMUSG00000021972","Hmbox1"
"12922","ENSMUSG00000021975","Ints9"
"12923","ENSMUSG00000021978","Extl3"
"12924","ENSMUSG00000007989","Fzd3"
"12925","ENSMUSG00000034532","Fbxo16"
"12926","ENSMUSG00000034522","Zfp395"
"12927","ENSMUSG00000045731","Pnoc"
"12928","ENSMUSG00000022031","Elp3"
"12929","ENSMUSG00000061356","Nuggc"
"12930","ENSMUSG00000022032","Scara5"
"12931","ENSMUSG00000022033","Pbk"
"12932","ENSMUSG00000022034","Esco2"
"12933","ENSMUSG00000022035","Ccdc25"
"12934","ENSMUSG00000034463","Scara3"
"12935","ENSMUSG00000022037","Clu"
"12936","ENSMUSG00000034450","Gulo"
"12937","ENSMUSG00000022039","Adam2"
"12938","ENSMUSG00000022040","Ephx2"
"12939","ENSMUSG00000022041","Chrna2"
"12940","ENSMUSG00000059456","Ptk2b"
"12941","ENSMUSG00000022043","Trim35"
"12942","ENSMUSG00000022044","Stmn4"
"12943","ENSMUSG00000045875","Adra1a"
"12944","ENSMUSG00000022048","Dpysl2"
"12945","ENSMUSG00000046204","Pnma2"
"12946","ENSMUSG00000022051","Bnip3l"
"12947","ENSMUSG00000022052","Ppp2r2a"
"12948","ENSMUSG00000022053","Ebf2"
"12949","ENSMUSG00000048922","Cdca2"
"12950","ENSMUSG00000034327","Kctd9"
"12951","ENSMUSG00000015812","Gnrh1"
"12952","ENSMUSG00000044447","Dock5"
"12953","ENSMUSG00000022054","Nefm"
"12954","ENSMUSG00000022055","Nefl"
"12955","ENSMUSG00000022056","Adam7"
"12956","ENSMUSG00000022057","Adamdec1"
"12957","ENSMUSG00000014725","Adam28"
"12958","ENSMUSG00000014813","Stc1"
"12959","ENSMUSG00000044186","Nkx2-6"
"12960","ENSMUSG00000022061","Nkx3-1"
"12961","ENSMUSG00000034248","Slc25a37"
"12962","ENSMUSG00000047977","Synb"
"12963","ENSMUSG00000095463","Entpd4"
"12964","ENSMUSG00000093954","Gm16867"
"12965","ENSMUSG00000098773","Gm27179"
"12966","ENSMUSG00000022066","Gm21685"
"12967","ENSMUSG00000034205","Loxl2"
"12968","ENSMUSG00000034194","R3hcc1"
"12969","ENSMUSG00000034190","Chmp7"
"12970","ENSMUSG00000022074","Tnfrsf10b"
"12971","ENSMUSG00000022075","Rhobtb2"
"12972","ENSMUSG00000022085","Pebp4"
"12973","ENSMUSG00000033730","Egr3"
"12974","ENSMUSG00000022089","Bin3"
"12975","ENSMUSG00000033712","Ccar2"
"12976","ENSMUSG00000044551","9930012K11Rik"
"12977","ENSMUSG00000022090","Pdlim2"
"12978","ENSMUSG00000022091","Sorbs3"
"12979","ENSMUSG00000022092","Ppp3cc"
"12980","ENSMUSG00000022094","Slc39a14"
"12981","ENSMUSG00000033644","Piwil2"
"12982","ENSMUSG00000000776","Polr3d"
"12983","ENSMUSG00000003469","Phyhip"
"12984","ENSMUSG00000022098","Bmp1"
"12985","ENSMUSG00000022097","Sftpc"
"12986","ENSMUSG00000033595","Lgi3"
"12987","ENSMUSG00000033589","Reep4"
"12988","ENSMUSG00000022096","Hr"
"12989","ENSMUSG00000045211","Nudt18"
"12990","ENSMUSG00000022095","Fam160b2"
"12991","ENSMUSG00000022099","Dmtn"
"12992","ENSMUSG00000022101","Fgf17"
"12993","ENSMUSG00000047911","Npm2"
"12994","ENSMUSG00000022100","Xpo7"
"12995","ENSMUSG00000022102","Dok2"
"12996","ENSMUSG00000022103","Gfra2"
"12997","ENSMUSG00000109446","RP24-199E5.2"
"12998","ENSMUSG00000033487","Fndc3a"
"12999","ENSMUSG00000033470","Cysltr2"
"13000","ENSMUSG00000022106","Rcbtb2"
"13001","ENSMUSG00000022105","Rb1"
"13002","ENSMUSG00000033446","Lpar6"
"13003","ENSMUSG00000022108","Itm2b"
"13004","ENSMUSG00000022109","Med4"
"13005","ENSMUSG00000033405","Nudt15"
"13006","ENSMUSG00000022110","Sucla2"
"13007","ENSMUSG00000034997","Htr2a"
"13008","ENSMUSG00000021996","Esd"
"13009","ENSMUSG00000068015","Lrch1"
"13010","ENSMUSG00000034959","5031414D18Rik"
"13011","ENSMUSG00000021997","Lrrc63"
"13012","ENSMUSG00000021998","Lcp1"
"13013","ENSMUSG00000021999","Cpb2"
"13014","ENSMUSG00000022000","Zc3h13"
"13015","ENSMUSG00000091722","Siah3"
"13016","ENSMUSG00000034913","Spert"
"13017","ENSMUSG00000022002","Erich6b"
"13018","ENSMUSG00000034893","Cog3"
"13019","ENSMUSG00000022003","Slc25a30"
"13020","ENSMUSG00000060126","Tpt1"
"13021","ENSMUSG00000067995","Gtf2f2"
"13022","ENSMUSG00000046523","Kctd4"
"13023","ENSMUSG00000022008","Gpalpp1"
"13024","ENSMUSG00000022009","Nufip1"
"13025","ENSMUSG00000022010","Tsc22d1"
"13026","ENSMUSG00000052584","Serp2"
"13027","ENSMUSG00000044350","Lacc1"
"13028","ENSMUSG00000034795","Ccdc122"
"13029","ENSMUSG00000022012","Enox1"
"13030","ENSMUSG00000022013","Dnajc15"
"13031","ENSMUSG00000022014","Epsti1"
"13032","ENSMUSG00000045655","Fam216b"
"13033","ENSMUSG00000022015","Tnfsf11"
"13034","ENSMUSG00000022016","Akap11"
"13035","ENSMUSG00000034731","Dgkh"
"13036","ENSMUSG00000058997","Vwa8"
"13037","ENSMUSG00000071262","Zfp957"
"13038","ENSMUSG00000022018","Rgcc"
"13039","ENSMUSG00000022020","Naa16"
"13040","ENSMUSG00000022022","Mtrf1"
"13041","ENSMUSG00000043881","Kbtbd7"
"13042","ENSMUSG00000075502","Kbtbd6"
"13043","ENSMUSG00000022023","Wbp4"
"13044","ENSMUSG00000036461","Elf1"
"13045","ENSMUSG00000022024","Sugt1"
"13046","ENSMUSG00000022025","Lect1"
"13047","ENSMUSG00000036422","Pcdh8"
"13048","ENSMUSG00000022026","Olfm4"
"13049","ENSMUSG00000035566","Pcdh17"
"13050","ENSMUSG00000022021","Diaph3"
"13051","ENSMUSG00000022019","Tdrd3"
"13052","ENSMUSG00000050505","Pcdh20"
"13053","ENSMUSG00000055421","Pcdh9"
"13054","ENSMUSG00000034689","4921530L21Rik"
"13055","ENSMUSG00000022076","Klhl1"
"13056","ENSMUSG00000055639","Dach1"
"13057","ENSMUSG00000033186","Mzt1"
"13058","ENSMUSG00000022070","Bora"
"13059","ENSMUSG00000033166","Dis3"
"13060","ENSMUSG00000022064","Pibf1"
"13061","ENSMUSG00000005148","Klf5"
"13062","ENSMUSG00000072294","Klf12"
"13063","ENSMUSG00000042888","Prr30"
"13064","ENSMUSG00000033083","Tbc1d4"
"13065","ENSMUSG00000075486","Commd6"
"13066","ENSMUSG00000022111","Uchl3"
"13067","ENSMUSG00000033060","Lmo7"
"13068","ENSMUSG00000098557","Kctd12"
"13069","ENSMUSG00000022126","Irg1"
"13070","ENSMUSG00000022125","Cln5"
"13071","ENSMUSG00000022124","Fbxl3"
"13072","ENSMUSG00000033004","Mycbp2"
"13073","ENSMUSG00000022123","Scel"
"13074","ENSMUSG00000055717","Slain1"
"13075","ENSMUSG00000022122","Ednrb"
"13076","ENSMUSG00000048349","Pou4f1"
"13077","ENSMUSG00000022120","Rnf219"
"13078","ENSMUSG00000022119","Rbm26"
"13079","ENSMUSG00000053253","Ndfip2"
"13080","ENSMUSG00000022114","Spry2"
"13081","ENSMUSG00000022113","Trim52"
"13082","ENSMUSG00000075478","Slitrk1"
"13083","ENSMUSG00000045871","Slitrk6"
"13084","ENSMUSG00000033214","Slitrk5"
"13085","ENSMUSG00000058126","Tpm3-rs7"
"13086","ENSMUSG00000022112","Gpc5"
"13087","ENSMUSG00000058571","Gpc6"
"13088","ENSMUSG00000022129","Dct"
"13089","ENSMUSG00000022130","Tgds"
"13090","ENSMUSG00000022131","Gpr180"
"13091","ENSMUSG00000061517","Sox21"
"13092","ENSMUSG00000092109","Gm9376"
"13093","ENSMUSG00000032849","Abcc4"
"13094","ENSMUSG00000022132","Cldn10"
"13095","ENSMUSG00000042156","Dzip1"
"13096","ENSMUSG00000022136","Dnajc3"
"13097","ENSMUSG00000042104","Uggt2"
"13098","ENSMUSG00000053465","Hs6st3"
"13099","ENSMUSG00000044819","Oxgr1"
"13100","ENSMUSG00000022139","Mbnl2"
"13101","ENSMUSG00000051615","Rap2a"
"13102","ENSMUSG00000030662","Ipo5"
"13103","ENSMUSG00000025555","Farp1"
"13104","ENSMUSG00000063410","Stk24"
"13105","ENSMUSG00000025557","Slc15a1"
"13106","ENSMUSG00000025558","Dock9"
"13107","ENSMUSG00000041765","Ubac2"
"13108","ENSMUSG00000050350","Gpr18"
"13109","ENSMUSG00000051212","Gpr183"
"13110","ENSMUSG00000071229","Timm8a2"
"13111","ENSMUSG00000025544","Tm9sf2"
"13112","ENSMUSG00000025545","Clybl"
"13113","ENSMUSG00000041703","Zic5"
"13114","ENSMUSG00000061524","Zic2"
"13115","ENSMUSG00000041650","Pcca"
"13116","ENSMUSG00000041625","Ggact"
"13117","ENSMUSG00000041594","Tmtc4"
"13118","ENSMUSG00000000197","Nalcn"
"13119","ENSMUSG00000032925","Itgbl1"
"13120","ENSMUSG00000025551","Fgf14"
"13121","ENSMUSG00000025899","Alkbh8"
"13122","ENSMUSG00000025898","Cwf19l2"
"13123","ENSMUSG00000041624","Gucy1a2"
"13124","ENSMUSG00000025894","Aasdhppt"
"13125","ENSMUSG00000025893","Kbtbd3"
"13126","ENSMUSG00000041124","Msantd4"
"13127","ENSMUSG00000025892","Gria4"
"13128","ENSMUSG00000025888","Casp1"
"13129","ENSMUSG00000033538","Casp4"
"13130","ENSMUSG00000025887","Casp12"
"13131","ENSMUSG00000032006","Pdgfd"
"13132","ENSMUSG00000047619","Ddi1"
"13133","ENSMUSG00000047193","Dync2h1"
"13134","ENSMUSG00000032002","Dcun1d5"
"13135","ENSMUSG00000050578","Mmp13"
"13136","ENSMUSG00000049723","Mmp12"
"13137","ENSMUSG00000041620","Mmp1b"
"13138","ENSMUSG00000043613","Mmp3"
"13139","ENSMUSG00000043089","Mmp1a"
"13140","ENSMUSG00000047562","Mmp10"
"13141","ENSMUSG00000005800","Mmp8"
"13142","ENSMUSG00000070323","Mmp27"
"13143","ENSMUSG00000018620","Mmp20"
"13144","ENSMUSG00000018623","Mmp7"
"13145","ENSMUSG00000050912","Tmem123"
"13146","ENSMUSG00000057367","Birc2"
"13147","ENSMUSG00000032000","Birc3"
"13148","ENSMUSG00000053110","Yap1"
"13149","ENSMUSG00000053070","9230110C19Rik"
"13150","ENSMUSG00000040729","Cep126"
"13151","ENSMUSG00000031997","Trpc6"
"13152","ENSMUSG00000031870","Pgr"
"13153","ENSMUSG00000050730","Arhgap42"
"13154","ENSMUSG00000039488","Cntn5"
"13155","ENSMUSG00000079083","Jrkl"
"13156","ENSMUSG00000079084","Ccdc82"
"13157","ENSMUSG00000031925","Maml2"
"13158","ENSMUSG00000031918","Mtmr2"
"13159","ENSMUSG00000031922","Cep57"
"13160","ENSMUSG00000037808","Fam76b"
"13161","ENSMUSG00000032009","Sesn3"
"13162","ENSMUSG00000037419","Endod1"
"13163","ENSMUSG00000053914","Kdm4d"
"13164","ENSMUSG00000004096","Cwc15"
"13165","ENSMUSG00000013076","Amotl1"
"13166","ENSMUSG00000036912","Piwil4"
"13167","ENSMUSG00000049307","Fut4"
"13168","ENSMUSG00000031927","1700012B09Rik"
"13169","ENSMUSG00000031931","Ankrd49"
"13170","ENSMUSG00000031928","Mre11a"
"13171","ENSMUSG00000031932","Gpr83"
"13172","ENSMUSG00000031933","Izumo1r"
"13173","ENSMUSG00000031934","Panx1"
"13174","ENSMUSG00000031936","Hephl1"
"13175","ENSMUSG00000031937","Vstm5"
"13176","ENSMUSG00000031935","Med17"
"13177","ENSMUSG00000031938","4931406C07Rik"
"13178","ENSMUSG00000031939","Taf1d"
"13179","ENSMUSG00000046111","Cep295"
"13180","ENSMUSG00000058173","Smco4"
"13181","ENSMUSG00000039977","Ccdc67"
"13182","ENSMUSG00000043885","Slc36a4"
"13183","ENSMUSG00000050901","Mtnr1b"
"13184","ENSMUSG00000074505","Fat3"
"13185","ENSMUSG00000001774","Chordc1"
"13186","ENSMUSG00000043943","Naalad2"
"13187","ENSMUSG00000074502","Ubtfl1"
"13188","ENSMUSG00000047508","Mbd3l2"
"13189","ENSMUSG00000074500","Zfp558"
"13190","ENSMUSG00000038691","Mbd3l1"
"13191","ENSMUSG00000109564","Muc16"
"13192","ENSMUSG00000054141","Olfr24"
"13193","ENSMUSG00000078116","Olfr828"
"13194","ENSMUSG00000051414","Olfr829"
"13195","ENSMUSG00000062868","Olfr830"
"13196","ENSMUSG00000095957","Olfr832"
"13197","ENSMUSG00000095525","Olfr834"
"13198","ENSMUSG00000045204","Olfr835"
"13199","ENSMUSG00000059303","Olfr836"
"13200","ENSMUSG00000048391","Olfr843"
"13201","ENSMUSG00000049229","Olfr844"
"13202","ENSMUSG00000061614","Olfr845"
"13203","ENSMUSG00000058692","Olfr846"
"13204","ENSMUSG00000059821","Olfr847"
"13205","ENSMUSG00000052182","Olfr849"
"13206","ENSMUSG00000094535","Olfr850"
"13207","ENSMUSG00000052625","Olfr851"
"13208","ENSMUSG00000051160","Olfr853"
"13209","ENSMUSG00000095667","Olfr854"
"13210","ENSMUSG00000043087","Olfr855"
"13211","ENSMUSG00000057551","Zfp317"
"13212","ENSMUSG00000094678","Olfr857"
"13213","ENSMUSG00000058659","Olfr58"
"13214","ENSMUSG00000095448","Olfr859"
"13215","ENSMUSG00000066905","Olfr860"
"13216","ENSMUSG00000063842","Olfr862"
"13217","ENSMUSG00000051118","Olfr77"
"13218","ENSMUSG00000050803","Olfr866"
"13219","ENSMUSG00000044454","Olfr867"
"13220","ENSMUSG00000044106","Olfr868"
"13221","ENSMUSG00000058491","Olfr869"
"13222","ENSMUSG00000066899","Olfr870"
"13223","ENSMUSG00000061457","Olfr871"
"13224","ENSMUSG00000066897","Olfr872"
"13225","ENSMUSG00000059623","Olfr39"
"13226","ENSMUSG00000049028","Olfr873"
"13227","ENSMUSG00000066896","Olfr18"
"13228","ENSMUSG00000045519","Zfp560"
"13229","ENSMUSG00000063108","Zfp26"
"13230","ENSMUSG00000059475","Zfp426"
"13231","ENSMUSG00000060510","Zfp266"
"13232","ENSMUSG00000058192","Zfp846"
"13233","ENSMUSG00000066892","Fbxl12"
"13234","ENSMUSG00000084786","Ubl5"
"13235","ENSMUSG00000032171","Pin1"
"13236","ENSMUSG00000032172","Olfm2"
"13237","ENSMUSG00000004098","Col5a3"
"13238","ENSMUSG00000053773","Rdh8"
"13239","ENSMUSG00000038884","A230050P20Rik"
"13240","ENSMUSG00000038742","Angptl6"
"13241","ENSMUSG00000004100","Ppan"
"13242","ENSMUSG00000070319","Eif3g"
"13243","ENSMUSG00000004099","Dnmt1"
"13244","ENSMUSG00000043895","S1pr2"
"13245","ENSMUSG00000003299","Mrpl4"
"13246","ENSMUSG00000037405","Icam1"
"13247","ENSMUSG00000001014","Icam4"
"13248","ENSMUSG00000032174","Icam5"
"13249","ENSMUSG00000079681","Zglp1"
"13250","ENSMUSG00000079677","Fdx1l"
"13251","ENSMUSG00000010205","Raver1"
"13252","ENSMUSG00000032175","Tyk2"
"13253","ENSMUSG00000019471","Cdc37"
"13254","ENSMUSG00000032177","Pde4a"
"13255","ENSMUSG00000003308","Keap1"
"13256","ENSMUSG00000045087","S1pr5"
"13257","ENSMUSG00000002820","Atg4d"
"13258","ENSMUSG00000035047","Kri1"
"13259","ENSMUSG00000096472","Cdkn2d"
"13260","ENSMUSG00000003309","Ap1m2"
"13261","ENSMUSG00000057193","Slc44a2"
"13262","ENSMUSG00000032178","Ilf3"
"13263","ENSMUSG00000002825","Qtrt1"
"13264","ENSMUSG00000033335","Dnm2"
"13265","ENSMUSG00000032180","Tmed1"
"13266","ENSMUSG00000057191","AB124611"
"13267","ENSMUSG00000032185","Carm1"
"13268","ENSMUSG00000032182","Yipf2"
"13269","ENSMUSG00000048429","1810026J23Rik"
"13270","ENSMUSG00000032187","Smarca4"
"13271","ENSMUSG00000032193","Ldlr"
"13272","ENSMUSG00000074476","Spc24"
"13273","ENSMUSG00000032194","Kank2"
"13274","ENSMUSG00000032198","Dock6"
"13275","ENSMUSG00000047822","Angptl8"
"13276","ENSMUSG00000019066","Rab3d"
"13277","ENSMUSG00000040883","Tmem205"
"13278","ENSMUSG00000006241","Ccdc159"
"13279","ENSMUSG00000040563","Plppr2"
"13280","ENSMUSG00000051238","Swsap1"
"13281","ENSMUSG00000006235","Epor"
"13282","ENSMUSG00000040146","Rgl3"
"13283","ENSMUSG00000039632","Ccdc151"
"13284","ENSMUSG00000003402","Prkcsh"
"13285","ENSMUSG00000003410","Elavl3"
"13286","ENSMUSG00000038895","Zfp653"
"13287","ENSMUSG00000066839","Ecsit"
"13288","ENSMUSG00000001349","Cnn1"
"13289","ENSMUSG00000013822","Elof1"
"13290","ENSMUSG00000001348","Acp5"
"13291","ENSMUSG00000010607","Pigyl"
"13292","ENSMUSG00000074472","Zfp872"
"13293","ENSMUSG00000057982","Zfp809"
"13294","ENSMUSG00000062794","Zfp599"
"13295","ENSMUSG00000066829","Zfp810"
"13296","ENSMUSG00000036777","Anln"
"13297","ENSMUSG00000036411","9530077C05Rik"
"13298","ENSMUSG00000032239","Rp9"
"13299","ENSMUSG00000035919","Bbs9"
"13300","ENSMUSG00000031963","Bmper"
"13301","ENSMUSG00000043659","Npsr1"
"13302","ENSMUSG00000043067","Dpy19l1"
"13303","ENSMUSG00000085576","Dpy19l2"
"13304","ENSMUSG00000047995","Cypt4"
"13305","ENSMUSG00000031965","Tbx20"
"13306","ENSMUSG00000008429","Herpud2"
"13307","ENSMUSG00000001833","Sept7"
"13308","ENSMUSG00000036611","Eepd1"
"13309","ENSMUSG00000045994","B3gat1"
"13310","ENSMUSG00000036395","Glb1l2"
"13311","ENSMUSG00000031966","Glb1l3"
"13312","ENSMUSG00000079644","Gm1110"
"13313","ENSMUSG00000031969","Acad8"
"13314","ENSMUSG00000035443","Thyn1"
"13315","ENSMUSG00000031988","Vps26b"
"13316","ENSMUSG00000035024","Ncapd3"
"13317","ENSMUSG00000031990","Jam3"
"13318","ENSMUSG00000034275","Igsf9b"
"13319","ENSMUSG00000031991","Spata19"
"13320","ENSMUSG00000062257","Opcml"
"13321","ENSMUSG00000059974","Ntm"
"13322","ENSMUSG00000031993","Snx19"
"13323","ENSMUSG00000033453","Adamts15"
"13324","ENSMUSG00000031994","Adamts8"
"13325","ENSMUSG00000047412","Zbtb44"
"13326","ENSMUSG00000031995","St14"
"13327","ENSMUSG00000031996","Aplp2"
"13328","ENSMUSG00000042496","Prdm10"
"13329","ENSMUSG00000042185","Nfrkb"
"13330","ENSMUSG00000041737","Tmem45b"
"13331","ENSMUSG00000032033","Barx2"
"13332","ENSMUSG00000041444","Arhgap32"
"13333","ENSMUSG00000032034","Kcnj5"
"13334","ENSMUSG00000041248","Kcnj1"
"13335","ENSMUSG00000016087","Fli1"
"13336","ENSMUSG00000032035","Ets1"
"13337","ENSMUSG00000032036","Kirrel3"
"13338","ENSMUSG00000032038","St3gal4"
"13339","ENSMUSG00000032040","Dcps"
"13340","ENSMUSG00000032041","Tirap"
"13341","ENSMUSG00000032042","Srpr"
"13342","ENSMUSG00000039048","Foxred1"
"13343","ENSMUSG00000050471","Fam118b"
"13344","ENSMUSG00000032044","Rpusd4"
"13345","ENSMUSG00000038119","Cdon"
"13346","ENSMUSG00000098590","Gm1113"
"13347","ENSMUSG00000032101","Ddx25"
"13348","ENSMUSG00000032103","Pus3"
"13349","ENSMUSG00000050555","Hyls1"
"13350","ENSMUSG00000074452","Pate2"
"13351","ENSMUSG00000032099","Pate4"
"13352","ENSMUSG00000094995","Gm17365"
"13353","ENSMUSG00000091215","Gm17252"
"13354","ENSMUSG00000091174","Gm17677"
"13355","ENSMUSG00000098847","Gm27235"
"13356","ENSMUSG00000090738","Gm17727"
"13357","ENSMUSG00000032108","D730048I06Rik"
"13358","ENSMUSG00000047980","9230110F15Rik"
"13359","ENSMUSG00000078934","9230113P08Rik"
"13360","ENSMUSG00000091411","Gm5916"
"13361","ENSMUSG00000023093","Gm7257"
"13362","ENSMUSG00000090710","Gm9513"
"13363","ENSMUSG00000074448","Gm5615"
"13364","ENSMUSG00000091248","Gm17689"
"13365","ENSMUSG00000070313","A630095E13Rik"
"13366","ENSMUSG00000032110","Acrv1"
"13367","ENSMUSG00000032113","Chek1"
"13368","ENSMUSG00000032116","Stt3a"
"13369","ENSMUSG00000062762","Ei24"
"13370","ENSMUSG00000032118","Fez1"
"13371","ENSMUSG00000035934","Pknox2"
"13372","ENSMUSG00000032121","Tmem218"
"13373","ENSMUSG00000032122","Slc37a2"
"13374","ENSMUSG00000034303","Ccdc15"
"13375","ENSMUSG00000046240","Hepacam"
"13376","ENSMUSG00000032125","Robo4"
"13377","ENSMUSG00000032128","Robo3"
"13378","ENSMUSG00000042138","Msantd2"
"13379","ENSMUSG00000001946","Esam"
"13380","ENSMUSG00000001943","Vsig2"
"13381","ENSMUSG00000053310","Nrgn"
"13382","ENSMUSG00000001948","Spa17"
"13383","ENSMUSG00000001942","Siae"
"13384","ENSMUSG00000011114","Tbrg1"
"13385","ENSMUSG00000011118","Panx3"
"13386","ENSMUSG00000061165","Olfr160"
"13387","ENSMUSG00000063350","Olfr874"
"13388","ENSMUSG00000058628","Olfr875"
"13389","ENSMUSG00000066750","Olfr876"
"13390","ENSMUSG00000066749","Olfr877"
"13391","ENSMUSG00000066748","Olfr145"
"13392","ENSMUSG00000066747","Olfr878"
"13393","ENSMUSG00000060583","Olfr881"
"13394","ENSMUSG00000094461","Olfr883"
"13395","ENSMUSG00000095893","Olfr884"
"13396","ENSMUSG00000096424","Olfr885"
"13397","ENSMUSG00000096167","Olfr887"
"13398","ENSMUSG00000095527","Olfr888"
"13399","ENSMUSG00000096356","Olfr889"
"13400","ENSMUSG00000096409","Olfr890"
"13401","ENSMUSG00000045528","Olfr891"
"13402","ENSMUSG00000093901","Olfr893"
"13403","ENSMUSG00000070311","Olfr894"
"13404","ENSMUSG00000094778","Olfr143"
"13405","ENSMUSG00000096427","Olfr895"
"13406","ENSMUSG00000058270","Olfr25"
"13407","ENSMUSG00000094588","Olfr898"
"13408","ENSMUSG00000049864","Olfr250"
"13409","ENSMUSG00000096757","Olfr251"
"13410","ENSMUSG00000049098","Olfr147"
"13411","ENSMUSG00000052058","Olfr901"
"13412","ENSMUSG00000049334","Olfr902"
"13413","ENSMUSG00000094380","Olfr904"
"13414","ENSMUSG00000096794","Olfr905"
"13415","ENSMUSG00000039962","Olfr906"
"13416","ENSMUSG00000094810","Olfr907"
"13417","ENSMUSG00000062621","Olfr911-ps1"
"13418","ENSMUSG00000057444","Olfr910"
"13419","ENSMUSG00000060114","Olfr912"
"13420","ENSMUSG00000059189","Olfr913"
"13421","ENSMUSG00000047050","Olfr914"
"13422","ENSMUSG00000094701","Olfr916"
"13423","ENSMUSG00000063225","Olfr917"
"13424","ENSMUSG00000046150","Olfr918"
"13425","ENSMUSG00000056961","Olfr919"
"13426","ENSMUSG00000023186","Vwa5a"
"13427","ENSMUSG00000061039","Olfr920"
"13428","ENSMUSG00000049926","Olfr921"
"13429","ENSMUSG00000043911","Olfr922"
"13430","ENSMUSG00000044798","Olfr923"
"13431","ENSMUSG00000062103","Olfr924"
"13432","ENSMUSG00000047667","Olfr26"
"13433","ENSMUSG00000064333","Olfr926"
"13434","ENSMUSG00000063221","Olfr930"
"13435","ENSMUSG00000058515","Olfr933"
"13436","ENSMUSG00000057424","Olfr934"
"13437","ENSMUSG00000059595","Olfr935"
"13438","ENSMUSG00000058820","Olfr146"
"13439","ENSMUSG00000095194","Olfr936"
"13440","ENSMUSG00000094182","Olfr937"
"13441","ENSMUSG00000048501","Olfr938"
"13442","ENSMUSG00000049708","Olfr27"
"13443","ENSMUSG00000094970","Olfr943"
"13444","ENSMUSG00000096555","Olfr944"
"13445","ENSMUSG00000096109","Olfr1537"
"13446","ENSMUSG00000063380","Olfr945"
"13447","ENSMUSG00000057349","Olfr948"
"13448","ENSMUSG00000094269","Olfr951"
"13449","ENSMUSG00000058856","Olfr952"
"13450","ENSMUSG00000094745","Olfr954"
"13451","ENSMUSG00000063176","Olfr955"
"13452","ENSMUSG00000062649","Olfr44"
"13453","ENSMUSG00000095322","Olfr957"
