"","ensembl_id","gene_name"
"5164","ENSMUSG00000059810","Rgs3"
"5165","ENSMUSG00000028358","Zfp618"
"5166","ENSMUSG00000028356","Ambp"
"5167","ENSMUSG00000028357","Kif12"
"5168","ENSMUSG00000045672","Col27a1"
"5169","ENSMUSG00000039196","Orm1"
"5170","ENSMUSG00000028359","Orm3"
"5171","ENSMUSG00000061540","Orm2"
"5172","ENSMUSG00000039158","Akna"
"5173","ENSMUSG00000039137","Whrn"
"5174","ENSMUSG00000039105","Atp6v1g1"
"5175","ENSMUSG00000045917","6330416G13Rik"
"5176","ENSMUSG00000084782","Gm11213"
"5177","ENSMUSG00000058935","1700018C11Rik"
"5178","ENSMUSG00000050395","Tnfsf15"
"5179","ENSMUSG00000028362","Tnfsf8"
"5180","ENSMUSG00000028364","Tnc"
"5181","ENSMUSG00000028370","Pappa"
"5182","ENSMUSG00000028373","Astn2"
"5183","ENSMUSG00000051675","Trim32"
"5184","ENSMUSG00000039005","Tlr4"
"5185","ENSMUSG00000028351","Brinp1"
"5186","ENSMUSG00000039298","Cdk5rap2"
"5187","ENSMUSG00000039270","Megf9"
"5188","ENSMUSG00000066141","Gm11232"
"5189","ENSMUSG00000008305","Tle1"
"5190","ENSMUSG00000059343","Aldoart1"
"5191","ENSMUSG00000066137","Gm11487"
"5192","ENSMUSG00000095935","Gm11238"
"5193","ENSMUSG00000094116","Gm11237"
"5194","ENSMUSG00000096700","Gm11236"
"5195","ENSMUSG00000095048","Gm11239"
"5196","ENSMUSG00000095341","Gm428"
"5197","ENSMUSG00000043003","Rasef"
"5198","ENSMUSG00000096530","Gm11758"
"5199","ENSMUSG00000096750","Gm11757"
"5200","ENSMUSG00000096333","Gm13871"
"5201","ENSMUSG00000093962","Gm11756"
"5202","ENSMUSG00000028396","2310002L09Rik"
"5203","ENSMUSG00000049122","Frmd3"
"5204","ENSMUSG00000028397","Kdm4c"
"5205","ENSMUSG00000028398","Tmem261"
"5206","ENSMUSG00000028399","Ptprd"
"5207","ENSMUSG00000005994","Tyrp1"
"5208","ENSMUSG00000048706","Lurap1l"
"5209","ENSMUSG00000028402","Mpdz"
"5210","ENSMUSG00000008575","Nfib"
"5211","ENSMUSG00000028403","Zdhhc21"
"5212","ENSMUSG00000038192","Cer1"
"5213","ENSMUSG00000059049","Frem1"
"5214","ENSMUSG00000038172","Ttc39b"
"5215","ENSMUSG00000028483","Snapc3"
"5216","ENSMUSG00000028484","Psip1"
"5217","ENSMUSG00000052407","Ccdc171"
"5218","ENSMUSG00000028487","Bnc2"
"5219","ENSMUSG00000038070","Cntln"
"5220","ENSMUSG00000028488","Sh3gl2"
"5221","ENSMUSG00000066113","Adamtsl1"
"5222","ENSMUSG00000028492","Saxo1"
"5223","ENSMUSG00000070934","Rraga"
"5224","ENSMUSG00000038047","Haus6"
"5225","ENSMUSG00000028494","Plin2"
"5226","ENSMUSG00000038024","Dennd4c"
"5227","ENSMUSG00000028495","Rps6"
"5228","ENSMUSG00000038007","Acer2"
"5229","ENSMUSG00000037996","Slc24a2"
"5230","ENSMUSG00000028496","Mllt3"
"5231","ENSMUSG00000038368","Focad"
"5232","ENSMUSG00000028497","Hacd4"
"5233","ENSMUSG00000048806","Ifnb1"
"5234","ENSMUSG00000096011","Ifna15"
"5235","ENSMUSG00000095896","Ifna14"
"5236","ENSMUSG00000095270","Ifna9"
"5237","ENSMUSG00000073811","Ifna12"
"5238","ENSMUSG00000038330","C87499"
"5239","ENSMUSG00000063376","Ifna13"
"5240","ENSMUSG00000078355","Ifna16"
"5241","ENSMUSG00000078354","Ifna2"
"5242","ENSMUSG00000100079","Ifnab"
"5243","ENSMUSG00000070923","Klhl9"
"5244","ENSMUSG00000094618","Gm13271"
"5245","ENSMUSG00000100505","Gm13283"
"5246","ENSMUSG00000094271","Gm13290"
"5247","ENSMUSG00000096582","Gm13289"
"5248","ENSMUSG00000096591","Gm13272"
"5249","ENSMUSG00000096854","Ifnz"
"5250","ENSMUSG00000099545","Gm13276"
"5251","ENSMUSG00000100234","Gm13277"
"5252","ENSMUSG00000101163","Gm13278"
"5253","ENSMUSG00000099518","Gm13275"
"5254","ENSMUSG00000099420","Gm13279"
"5255","ENSMUSG00000095101","Gm13285"
"5256","ENSMUSG00000094648","Gm13287"
"5257","ENSMUSG00000070908","Gm13288"
"5258","ENSMUSG00000100713","Ifna7"
"5259","ENSMUSG00000100549","Ifna11"
"5260","ENSMUSG00000101252","Ifna6"
"5261","ENSMUSG00000096682","Ifna5"
"5262","ENSMUSG00000070904","Ifna4"
"5263","ENSMUSG00000095498","Ifna1"
"5264","ENSMUSG00000045364","Ifne"
"5265","ENSMUSG00000062937","Mtap"
"5266","ENSMUSG00000044303","Cdkn2a"
"5267","ENSMUSG00000073802","Cdkn2b"
"5268","ENSMUSG00000043753","Dmrta1"
"5269","ENSMUSG00000070902","Zfp352"
"5270","ENSMUSG00000008489","Elavl2"
"5271","ENSMUSG00000028533","Izumo3"
"5272","ENSMUSG00000066107","Gm12666"
"5273","ENSMUSG00000054000","Tusc1"
"5274","ENSMUSG00000028578","Caap1"
"5275","ENSMUSG00000028577","Plaa"
"5276","ENSMUSG00000028576","Ift74"
"5277","ENSMUSG00000049799","Lrrc19"
"5278","ENSMUSG00000006386","Tek"
"5279","ENSMUSG00000028575","Eqtn"
"5280","ENSMUSG00000062627","Mysm1"
"5281","ENSMUSG00000052684","Jun"
"5282","ENSMUSG00000028573","Fggy"
"5283","ENSMUSG00000028572","Hook1"
"5284","ENSMUSG00000028571","Cyp2j13"
"5285","ENSMUSG00000081225","Cyp2j12"
"5286","ENSMUSG00000081362","Cyp2j7"
"5287","ENSMUSG00000066097","Cyp2j11"
"5288","ENSMUSG00000082932","Cyp2j8"
"5289","ENSMUSG00000052914","Cyp2j6"
"5290","ENSMUSG00000015224","Cyp2j9"
"5291","ENSMUSG00000052520","Cyp2j5"
"5292","ENSMUSG00000078639","Gm12695"
"5293","ENSMUSG00000048747","E130114P18Rik"
"5294","ENSMUSG00000028565","Nfia"
"5295","ENSMUSG00000028563","Tm2d1"
"5296","ENSMUSG00000061859","Inadl"
"5297","ENSMUSG00000087166","L1td1"
"5298","ENSMUSG00000035407","Kank4"
"5299","ENSMUSG00000073794","I0C0044D17Rik"
"5300","ENSMUSG00000028560","Usp1"
"5301","ENSMUSG00000028556","Dock7"
"5302","ENSMUSG00000028553","Angptl3"
"5303","ENSMUSG00000028550","Atg4c"
"5304","ENSMUSG00000067261","Foxd3"
"5305","ENSMUSG00000073792","Alg6"
"5306","ENSMUSG00000028549","Itgb3bp"
"5307","ENSMUSG00000073791","Efcab7"
"5308","ENSMUSG00000025791","Pgm2"
"5309","ENSMUSG00000035305","Ror1"
"5310","ENSMUSG00000069733","Ube2u"
"5311","ENSMUSG00000028532","Cachd1"
"5312","ENSMUSG00000035275","Raver2"
"5313","ENSMUSG00000028530","Jak1"
"5314","ENSMUSG00000028527","Ak4"
"5315","ENSMUSG00000028528","Dnajc6"
"5316","ENSMUSG00000035212","Leprot"
"5317","ENSMUSG00000057722","Lepr"
"5318","ENSMUSG00000035201","B020004J07Rik"
"5319","ENSMUSG00000046133","C130073F10Rik"
"5320","ENSMUSG00000037028","Gm12800"
"5321","ENSMUSG00000070890","Gm12794"
"5322","ENSMUSG00000078626","Gm12790"
"5323","ENSMUSG00000078625","Gm12789"
"5324","ENSMUSG00000028525","Pde4b"
"5325","ENSMUSG00000028524","Sgip1"
"5326","ENSMUSG00000028523","Tctex1d1"
"5327","ENSMUSG00000066090","Insl5"
"5328","ENSMUSG00000035126","Wdr78"
"5329","ENSMUSG00000028522","Mier1"
"5330","ENSMUSG00000028521","Slc35d1"
"5331","ENSMUSG00000028520","4921539E11Rik"
"5332","ENSMUSG00000035069","Oma1"
"5333","ENSMUSG00000028519","Dab1"
"5334","ENSMUSG00000029656","C8b"
"5335","ENSMUSG00000035031","C8a"
"5336","ENSMUSG00000078612","1700024P16Rik"
"5337","ENSMUSG00000028518","Prkaa2"
"5338","ENSMUSG00000028517","Plpp3"
"5339","ENSMUSG00000028514","Usp24"
"5340","ENSMUSG00000044254","Pcsk9"
"5341","ENSMUSG00000025418","Bsnd"
"5342","ENSMUSG00000085933","Tmem61"
"5343","ENSMUSG00000034926","Dhcr24"
"5344","ENSMUSG00000054362","Lexm"
"5345","ENSMUSG00000034919","Ttc22"
"5346","ENSMUSG00000043572","Pars2"
"5347","ENSMUSG00000025413","Ttc4"
"5348","ENSMUSG00000047502","Mroh7"
"5349","ENSMUSG00000034871","Fam151a"
"5350","ENSMUSG00000034853","Acot11"
"5351","ENSMUSG00000061887","Ssbp3"
"5352","ENSMUSG00000028622","Mrpl37"
"5353","ENSMUSG00000028621","Cyb5rl"
"5354","ENSMUSG00000047636","Cdcp2"
"5355","ENSMUSG00000028619","Tceanc2"
"5356","ENSMUSG00000028618","Tmem59"
"5357","ENSMUSG00000070877","Ldlrad1"
"5358","ENSMUSG00000028617","Lrrc42"
"5359","ENSMUSG00000063172","Hspb11"
"5360","ENSMUSG00000034785","Dio1"
"5361","ENSMUSG00000057375","Yipf1"
"5362","ENSMUSG00000028614","Ndc1"
"5363","ENSMUSG00000034762","Glis1"
"5364","ENSMUSG00000028610","Dmrtb1"
"5365","ENSMUSG00000085549","1700047F07Rik"
"5366","ENSMUSG00000028613","Lrp8"
"5367","ENSMUSG00000028609","Magoh"
"5368","ENSMUSG00000028608","0610037L13Rik"
"5369","ENSMUSG00000028607","Cpt2"
"5370","ENSMUSG00000008932","Slc1a7"
"5371","ENSMUSG00000028600","Podn"
"5372","ENSMUSG00000028603","Scp2"
"5373","ENSMUSG00000028601","Echdc2"
"5374","ENSMUSG00000034645","Zyg11a"
"5375","ENSMUSG00000034636","Zyg11b"
"5376","ENSMUSG00000048351","Coa7"
"5377","ENSMUSG00000059816","Fam159a"
"5378","ENSMUSG00000028597","Gpx7"
"5379","ENSMUSG00000034610","Zcchc11"
"5380","ENSMUSG00000063800","Prpf38a"
"5381","ENSMUSG00000028587","Orc1"
"5382","ENSMUSG00000028582","Cc2d1b"
"5383","ENSMUSG00000034557","Zfyve9"
"5384","ENSMUSG00000028568","Btf3l4"
"5385","ENSMUSG00000028567","Txndc12"
"5386","ENSMUSG00000073775","Kti12"
"5387","ENSMUSG00000003411","Rab3b"
"5388","ENSMUSG00000053510","Nrd1"
"5389","ENSMUSG00000028559","Osbpl9"
"5390","ENSMUSG00000028558","Calr4"
"5391","ENSMUSG00000028552","Eps15"
"5392","ENSMUSG00000028555","Ttc39a"
"5393","ENSMUSG00000028557","Rnf11"
"5394","ENSMUSG00000060491","4930522H14Rik"
"5395","ENSMUSG00000028551","Cdkn2c"
"5396","ENSMUSG00000010517","Faf1"
"5397","ENSMUSG00000047143","Dmrta2"
"5398","ENSMUSG00000028546","Elavl4"
"5399","ENSMUSG00000061298","Agbl4"
"5400","ENSMUSG00000028545","Bend5"
"5401","ENSMUSG00000034401","Spata6"
"5402","ENSMUSG00000028544","Slc5a9"
"5403","ENSMUSG00000078599","Skint8"
"5404","ENSMUSG00000049214","Skint7"
"5405","ENSMUSG00000089773","Skint1"
"5406","ENSMUSG00000055960","Skint4"
"5407","ENSMUSG00000070868","Skint3"
"5408","ENSMUSG00000049972","Skint9"
"5409","ENSMUSG00000034359","Skint2"
"5410","ENSMUSG00000048766","Skint10"
"5411","ENSMUSG00000087194","Skint6"
"5412","ENSMUSG00000078598","Skint5"
"5413","ENSMUSG00000057977","Skint11"
"5414","ENSMUSG00000070867","Trabd2b"
"5415","ENSMUSG00000055210","Foxd2"
"5416","ENSMUSG00000044518","Foxe3"
"5417","ENSMUSG00000028719","Cmpk1"
"5418","ENSMUSG00000028718","Stil"
"5419","ENSMUSG00000028717","Tal1"
"5420","ENSMUSG00000028716","Pdzk1ip1"
"5421","ENSMUSG00000047155","Cyp4x1"
"5422","ENSMUSG00000083138","Cyp4a29"
"5423","ENSMUSG00000066071","Cyp4a12a"
"5424","ENSMUSG00000078597","Cyp4a12b"
"5425","ENSMUSG00000084346","Cyp4a30b"
"5426","ENSMUSG00000028715","Cyp4a14"
"5427","ENSMUSG00000066072","Cyp4a10"
"5428","ENSMUSG00000028712","Cyp4a31"
"5429","ENSMUSG00000063929","Cyp4a32"
"5430","ENSMUSG00000028713","Cyp4b1"
"5431","ENSMUSG00000034210","Efcab14"
"5432","ENSMUSG00000044556","Tex38"
"5433","ENSMUSG00000028710","Atpaf1"
"5434","ENSMUSG00000028709","Mob3c"
"5435","ENSMUSG00000028708","Mknk1"
"5436","ENSMUSG00000073774","Kncn"
"5437","ENSMUSG00000034185","6430628N08Rik"
"5438","ENSMUSG00000028707","Dmbx1"
"5439","ENSMUSG00000034171","Faah"
"5440","ENSMUSG00000028706","Nsun4"
"5441","ENSMUSG00000063882","Uqcrh"
"5442","ENSMUSG00000028703","Lrrc41"
"5443","ENSMUSG00000028702","Rad54l"
"5444","ENSMUSG00000028700","Pomgnt1"
"5445","ENSMUSG00000028701","Lurap1"
"5446","ENSMUSG00000028699","Tspan1"
"5447","ENSMUSG00000078593","1700042G07Rik"
"5448","ENSMUSG00000028698","Pik3r3"
"5449","ENSMUSG00000003810","Mast2"
"5450","ENSMUSG00000028696","Ipp"
"5451","ENSMUSG00000055900","Tmem69"
"5452","ENSMUSG00000034042","Gpbp1l1"
"5453","ENSMUSG00000034035","Ccdc17"
"5454","ENSMUSG00000028693","Nasp"
"5455","ENSMUSG00000028692","Akr1a1"
"5456","ENSMUSG00000028691","Prdx1"
"5457","ENSMUSG00000028690","Mmachc"
"5458","ENSMUSG00000028689","Ccdc163"
"5459","ENSMUSG00000033985","Tesk2"
"5460","ENSMUSG00000028688","Toe1"
"5461","ENSMUSG00000028687","Mutyh"
"5462","ENSMUSG00000043155","Hpdl"
"5463","ENSMUSG00000033948","Zswim5"
"5464","ENSMUSG00000028684","Urod"
"5465","ENSMUSG00000046861","Hectd3"
"5466","ENSMUSG00000028683","Eif2b3"
"5467","ENSMUSG00000028681","Ptch2"
"5468","ENSMUSG00000073771","Btbd19"
"5469","ENSMUSG00000047671","Tctex1d4"
"5470","ENSMUSG00000028680","Plk3"
"5471","ENSMUSG00000047675","Rps8"
"5472","ENSMUSG00000028678","Kif2c"
"5473","ENSMUSG00000060268","Gm1661"
"5474","ENSMUSG00000048772","Tmem53"
"5475","ENSMUSG00000028677","Rnf220"
"5476","ENSMUSG00000033423","Eri3"
"5477","ENSMUSG00000009640","Dmap1"
"5478","ENSMUSG00000048626","Klf17"
"5479","ENSMUSG00000028542","Slc6a9"
"5480","ENSMUSG00000078588","Ccdc24"
"5481","ENSMUSG00000028541","B4galt2"
"5482","ENSMUSG00000033379","Atp6v0b"
"5483","ENSMUSG00000028540","Dph2"
"5484","ENSMUSG00000033365","Ipo13"
"5485","ENSMUSG00000028539","Artn"
"5486","ENSMUSG00000028538","St3gal3"
"5487","ENSMUSG00000033326","Kdm4a"
"5488","ENSMUSG00000033295","Ptprf"
"5489","ENSMUSG00000033253","Szt2"
"5490","ENSMUSG00000006392","Med8"
"5491","ENSMUSG00000006390","Elovl1"
"5492","ENSMUSG00000006398","Cdc20"
"5493","ENSMUSG00000006389","Mpl"
"5494","ENSMUSG00000033191","Tie1"
"5495","ENSMUSG00000028536","2610528J11Rik"
"5496","ENSMUSG00000050854","Tmem125"
"5497","ENSMUSG00000028730","Cfap57"
"5498","ENSMUSG00000028729","Ebna1bp2"
"5499","ENSMUSG00000043698","Olfr62"
"5500","ENSMUSG00000043383","Olfr1342"
"5501","ENSMUSG00000046790","Olfr1341"
"5502","ENSMUSG00000070821","Olfr1340"
"5503","ENSMUSG00000070820","Olfr1339"
"5504","ENSMUSG00000095218","Olfr1338"
"5505","ENSMUSG00000066061","Olfr1335"
"5506","ENSMUSG00000073769","Olfr1331"
"5507","ENSMUSG00000073768","Olfr1330"
"5508","ENSMUSG00000096705","Olfr1329"
"5509","ENSMUSG00000024903","Lao1"
"5510","ENSMUSG00000028645","Slc2a1"
"5511","ENSMUSG00000045268","Zfp691"
"5512","ENSMUSG00000028644","Ermap"
"5513","ENSMUSG00000028643","Svbp"
"5514","ENSMUSG00000078584","AU022252"
"5515","ENSMUSG00000028642","4930538K18Rik"
"5516","ENSMUSG00000028641","P3h1"
"5517","ENSMUSG00000066058","Cldn19"
"5518","ENSMUSG00000028639","Ybx1"
"5519","ENSMUSG00000060288","Ppih"
"5520","ENSMUSG00000028637","Ccdc30"
"5521","ENSMUSG00000028636","Ppcs"
"5522","ENSMUSG00000070806","Zmynd12"
"5523","ENSMUSG00000048899","Rimkla"
"5524","ENSMUSG00000087385","AA415398"
"5525","ENSMUSG00000032998","Foxj3"
"5526","ENSMUSG00000023247","Guca2a"
"5527","ENSMUSG00000032978","Guca2b"
"5528","ENSMUSG00000028634","Hivep3"
"5529","ENSMUSG00000028635","Edn2"
"5530","ENSMUSG00000052135","Foxo6"
"5531","ENSMUSG00000000085","Scmh1"
"5532","ENSMUSG00000047518","Slfnl1"
"5533","ENSMUSG00000028633","Ctps"
"5534","ENSMUSG00000070803","Cited4"
"5535","ENSMUSG00000028631","Kcnq4"
"5536","ENSMUSG00000032897","Nfyc"
"5537","ENSMUSG00000032890","Rims3"
"5538","ENSMUSG00000028629","Exo5"
"5539","ENSMUSG00000064141","Zfp69"
"5540","ENSMUSG00000032870","Smap2"
"5541","ENSMUSG00000028626","Col9a2"
"5542","ENSMUSG00000043207","Zmpste24"
"5543","ENSMUSG00000078577","Tmco2"
"5544","ENSMUSG00000049878","Rlf"
"5545","ENSMUSG00000073764","Gm12888"
"5546","ENSMUSG00000078576","Gm12886"
"5547","ENSMUSG00000078575","Gm12887"
"5548","ENSMUSG00000023263","9530002B09Rik"
"5549","ENSMUSG00000028657","Ppt1"
"5550","ENSMUSG00000028656","Cap1"
"5551","ENSMUSG00000028655","Mfsd2a"
"5552","ENSMUSG00000028654","Mycl"
"5553","ENSMUSG00000028653","Trit1"
"5554","ENSMUSG00000002384","Bmp8b"
"5555","ENSMUSG00000076438","Oxct2b"
"5556","ENSMUSG00000028651","Ppie"
"5557","ENSMUSG00000046093","Hpcal4"
"5558","ENSMUSG00000054958","Nt5c1a"
"5559","ENSMUSG00000032744","Heyl"
"5560","ENSMUSG00000011257","Pabpc4"
"5561","ENSMUSG00000032726","Bmp8a"
"5562","ENSMUSG00000076436","Oxct2a"
"5563","ENSMUSG00000028649","Macf1"
"5564","ENSMUSG00000028648","Ndufs5"
"5565","ENSMUSG00000023075","Akirin1"
"5566","ENSMUSG00000043333","Rhbdl2"
"5567","ENSMUSG00000028647","Mycbp"
"5568","ENSMUSG00000028646","Rragc"
"5569","ENSMUSG00000090125","Pou3f1"
"5570","ENSMUSG00000028907","Utp11l"
"5571","ENSMUSG00000032643","Fhl3"
"5572","ENSMUSG00000028902","Sf3a3"
"5573","ENSMUSG00000028894","Inpp5b"
"5574","ENSMUSG00000028890","Mtf1"
"5575","ENSMUSG00000078570","1110065P20Rik"
"5576","ENSMUSG00000028889","Yrdc"
"5577","ENSMUSG00000042763","Maneal"
"5578","ENSMUSG00000028876","Epha10"
"5579","ENSMUSG00000028873","Cdca8"
"5580","ENSMUSG00000028871","Rspo1"
"5581","ENSMUSG00000028869","Gnl2"
"5582","ENSMUSG00000042707","Dnali1"
"5583","ENSMUSG00000050213","Snip1"
"5584","ENSMUSG00000028863","Meaf6"
"5585","ENSMUSG00000042677","Zc3h12a"
"5586","ENSMUSG00000001985","Grik3"
"5587","ENSMUSG00000028859","Csf3r"
"5588","ENSMUSG00000028861","Mrps15"
"5589","ENSMUSG00000042616","Oscp1"
"5590","ENSMUSG00000050188","Lsm10"
"5591","ENSMUSG00000042608","Stk40"
"5592","ENSMUSG00000050212","Eva1b"
"5593","ENSMUSG00000073758","Sh3d21"
"5594","ENSMUSG00000043962","Thrap3"
"5595","ENSMUSG00000028849","Map7d1"
"5596","ENSMUSG00000028847","Trappc3"
"5597","ENSMUSG00000056174","Col8a2"
"5598","ENSMUSG00000042558","Adprhl2"
"5599","ENSMUSG00000028845","Tekt2"
"5600","ENSMUSG00000028842","Ago3"
"5601","ENSMUSG00000041530","Ago1"
"5602","ENSMUSG00000042500","Ago4"
"5603","ENSMUSG00000042489","Clspn"
"5604","ENSMUSG00000073755","5730409E04Rik"
"5605","ENSMUSG00000028837","Psmb2"
"5606","ENSMUSG00000042477","Tfap2e"
"5607","ENSMUSG00000028833","Ncdn"
"5608","ENSMUSG00000028830","AU040320"
"5609","ENSMUSG00000042446","Zmym4"
"5610","ENSMUSG00000028820","Sfpq"
"5611","ENSMUSG00000043872","Zmym1"
"5612","ENSMUSG00000042408","Zmym6"
"5613","ENSMUSG00000070737","Gm12942"
"5614","ENSMUSG00000042388","Dlgap3"
"5615","ENSMUSG00000042380","Smim12"
"5616","ENSMUSG00000050234","Gja4"
"5617","ENSMUSG00000042367","Gjb3"
"5618","ENSMUSG00000046623","Gjb4"
"5619","ENSMUSG00000042357","Gjb5"
"5620","ENSMUSG00000028813","CK137956"
"5621","ENSMUSG00000028804","Csmd2"
"5622","ENSMUSG00000048686","Hmgb4"
"5623","ENSMUSG00000061894","Zscan20"
"5624","ENSMUSG00000062545","Tlr12"
"5625","ENSMUSG00000028796","Phc2"
"5626","ENSMUSG00000028794","A3galt2"
"5627","ENSMUSG00000028799","Zfp362"
"5628","ENSMUSG00000041000","Trim62"
"5629","ENSMUSG00000028789","Azin2"
"5630","ENSMUSG00000028792","Ak2"
"5631","ENSMUSG00000028793","Rnf19b"
"5632","ENSMUSG00000028786","Tmem54"
"5633","ENSMUSG00000028785","Hpca"
"5634","ENSMUSG00000001334","Fndc5"
"5635","ENSMUSG00000040928","S100pbp"
"5636","ENSMUSG00000028811","Yars"
"5637","ENSMUSG00000050390","C77080"
"5638","ENSMUSG00000001333","Sync"
"5639","ENSMUSG00000057236","Rbbp4"
"5640","ENSMUSG00000057572","Zbtb8os"
"5641","ENSMUSG00000028807","Zbtb8a"
"5642","ENSMUSG00000048485","Zbtb8b"
"5643","ENSMUSG00000040859","Bsdc1"
"5644","ENSMUSG00000000411","Tssk3"
"5645","ENSMUSG00000078554","Fam229a"
"5646","ENSMUSG00000047945","Marcksl1"
"5647","ENSMUSG00000028800","Hdac1"
"5648","ENSMUSG00000000409","Lck"
"5649","ENSMUSG00000050493","Fam167b"
"5650","ENSMUSG00000028798","Eif3i"
"5651","ENSMUSG00000028797","Tmem234"
"5652","ENSMUSG00000078552","Dcdc2b"
"5653","ENSMUSG00000040795","Iqcc"
"5654","ENSMUSG00000028795","Ccdc28b"
"5655","ENSMUSG00000053841","Txlna"
"5656","ENSMUSG00000003731","Kpna6"
"5657","ENSMUSG00000053730","Tmem39b"
"5658","ENSMUSG00000028790","Khdrbs1"
"5659","ENSMUSG00000028788","Ptp4a2"
"5660","ENSMUSG00000028784","Spocd1"
"5661","ENSMUSG00000028782","Adgrb2"
"5662","ENSMUSG00000040690","Col16a1"
"5663","ENSMUSG00000028779","Pef1"
"5664","ENSMUSG00000028778","Hcrtr1"
"5665","ENSMUSG00000028776","Tinagl1"
"5666","ENSMUSG00000023120","Gm853"
"5667","ENSMUSG00000023232","Serinc2"
"5668","ENSMUSG00000028773","Fabp3"
"5669","ENSMUSG00000028772","Zcchc17"
"5670","ENSMUSG00000074088","Snrnp40"
"5671","ENSMUSG00000078532","Nkain1"
"5672","ENSMUSG00000028580","Pum1"
"5673","ENSMUSG00000025743","Sdc3"
"5674","ENSMUSG00000028581","Laptm5"
"5675","ENSMUSG00000040533","Matn1"
"5676","ENSMUSG00000028909","Ptpru"
"5677","ENSMUSG00000028910","Mecr"
"5678","ENSMUSG00000028911","Srsf4"
"5679","ENSMUSG00000070720","Tmem200b"
"5680","ENSMUSG00000028906","Epb41"
"5681","ENSMUSG00000050511","Oprd1"
"5682","ENSMUSG00000040025","Ythdf2"
"5683","ENSMUSG00000028901","Gmeb1"
"5684","ENSMUSG00000028899","Taf12"
"5685","ENSMUSG00000089687","Rab42"
"5686","ENSMUSG00000028898","Trnau1ap"
"5687","ENSMUSG00000028896","Rcc1"
"5688","ENSMUSG00000066043","Phactr4"
"5689","ENSMUSG00000066042","Med18"
"5690","ENSMUSG00000028893","Sesn2"
"5691","ENSMUSG00000054428","Atpif1"
"5692","ENSMUSG00000054405","Dnajc8"
"5693","ENSMUSG00000056529","Ptafr"
"5694","ENSMUSG00000028886","Eya3"
"5695","ENSMUSG00000037752","Xkr8"
"5696","ENSMUSG00000028885","Smpdl3b"
"5697","ENSMUSG00000028884","Rpa2"
"5698","ENSMUSG00000037731","Themis2"
"5699","ENSMUSG00000028882","Ppp1r8"
"5700","ENSMUSG00000028879","Stx12"
"5701","ENSMUSG00000028878","Fam76a"
"5702","ENSMUSG00000028874","Fgr"
"5703","ENSMUSG00000037692","Ahdc1"
"5704","ENSMUSG00000028868","Wasf2"
"5705","ENSMUSG00000049649","Gpr3"
"5706","ENSMUSG00000028865","Cd164l2"
"5707","ENSMUSG00000028862","Map3k6"
"5708","ENSMUSG00000028860","Sytl1"
"5709","ENSMUSG00000028857","Tmem222"
"5710","ENSMUSG00000037622","Wdtc1"
"5711","ENSMUSG00000028854","Slc9a1"
"5712","ENSMUSG00000046694","Fam46b"
"5713","ENSMUSG00000056596","Trnp1"
"5714","ENSMUSG00000037600","Kdf1"
"5715","ENSMUSG00000028851","Nudc"
"5716","ENSMUSG00000037583","Nr0b2"
"5717","ENSMUSG00000028850","Gpatch3"
"5718","ENSMUSG00000028848","Gpn2"
"5719","ENSMUSG00000047281","Sfn"
"5720","ENSMUSG00000037553","Zdhhc18"
"5721","ENSMUSG00000043257","Pigv"
"5722","ENSMUSG00000007880","Arid1a"
"5723","ENSMUSG00000003644","Rps6ka1"
"5724","ENSMUSG00000003038","Hmgn2"
"5725","ENSMUSG00000012117","Dhdds"
"5726","ENSMUSG00000050966","Lin28a"
"5727","ENSMUSG00000049410","Zfp683"
"5728","ENSMUSG00000012123","Aim1l"
"5729","ENSMUSG00000000682","Cd52"
"5730","ENSMUSG00000012126","Ubxn11"
"5731","ENSMUSG00000028843","Sh3bgrl3"
"5732","ENSMUSG00000037443","Cep85"
"5733","ENSMUSG00000073747","Gm7534"
"5734","ENSMUSG00000048003","Catsper4"
"5735","ENSMUSG00000028841","Cnksr1"
"5736","ENSMUSG00000028840","Zfp593"
"5737","ENSMUSG00000086322","E130218I03Rik"
"5738","ENSMUSG00000108398","RP23-354H24.9"
"5739","ENSMUSG00000050105","Grrp1"
"5740","ENSMUSG00000050890","Pdik1l"
"5741","ENSMUSG00000028834","Trim63"
"5742","ENSMUSG00000028836","Slc30a2"
"5743","ENSMUSG00000028838","Extl1"
"5744","ENSMUSG00000037366","Pafah2"
"5745","ENSMUSG00000028832","Stmn1"
"5746","ENSMUSG00000037348","Paqr7"
"5747","ENSMUSG00000078521","Aunip"
"5748","ENSMUSG00000046671","Mtfr1l"
"5749","ENSMUSG00000050989","Sepn1"
"5750","ENSMUSG00000037306","Man1c1"
"5751","ENSMUSG00000037295","Ldlrap1"
"5752","ENSMUSG00000028826","Tmem57"
"5753","ENSMUSG00000028825","Rhd"
"5754","ENSMUSG00000028822","Tmem50a"
"5755","ENSMUSG00000037266","Rsrp1"
"5756","ENSMUSG00000028821","Syf2"
"5757","ENSMUSG00000070691","Runx3"
"5758","ENSMUSG00000037242","Clic4"
"5759","ENSMUSG00000028809","Srrm1"
"5760","ENSMUSG00000043924","Ncmap"
"5761","ENSMUSG00000059713","Rcan3"
"5762","ENSMUSG00000028803","Nipal3"
"5763","ENSMUSG00000028801","Stpg1"
"5764","ENSMUSG00000037188","Grhl3"
"5765","ENSMUSG00000062157","Ifnlr1"
"5766","ENSMUSG00000037157","Il22ra1"
